Municipios;Periodo;Total
44211 Segura de los Baños;2022;.
44211 Segura de los Baños;2021;.
44211 Segura de los Baños;2020;.
44211 Segura de los Baños;2019;.
44211 Segura de los Baños;2018;.
44211 Segura de los Baños;2017;.
44211 Segura de los Baños;2016;.
44211 Segura de los Baños;2015;.
44211 Segura de los Baños;2014;.
44211 Segura de los Baños;2013;.
44211 Segura de los Baños;2012;.
44212 Seno;2024;.
44212 Seno;2023;.
44212 Seno;2022;.
44212 Seno;2021;.
44212 Seno;2020;.
44212 Seno;2019;.
44212 Seno;2018;.
44212 Seno;2017;.
44212 Seno;2016;.
44212 Seno;2015;.
44212 Seno;2014;.
44212 Seno;2013;.
44212 Seno;2012;.
44213 Singra;2024;.
44213 Singra;2023;.
44213 Singra;2022;.
44213 Singra;2021;.
44213 Singra;2020;.
44213 Singra;2019;.
44213 Singra;2018;.
44213 Singra;2017;.
44213 Singra;2016;.
44213 Singra;2015;.
44213 Singra;2014;.
44213 Singra;2013;.
44213 Singra;2012;.
44215 Terriente;2024;12
44215 Terriente;2023;11
44215 Terriente;2022;8
44215 Terriente;2021;9
44215 Terriente;2020;9
44215 Terriente;2019;7
44215 Terriente;2018;8
44215 Terriente;2017;9
44215 Terriente;2016;6
44215 Terriente;2015;7
44215 Terriente;2014;7
44215 Terriente;2013;8
44215 Terriente;2012;10
44216 Teruel;2024;2.466
44216 Teruel;2023;2.419
44216 Teruel;2022;2.586
44216 Teruel;2021;2.564
44216 Teruel;2020;2.648
44216 Teruel;2019;2.669
44216 Teruel;2018;2.647
44216 Teruel;2017;2.669
44216 Teruel;2016;2.633
44216 Teruel;2015;2.592
44216 Teruel;2014;2.509
44216 Teruel;2013;2.485
44216 Teruel;2012;2.528
44217 Toril y Masegoso;2024;.
44217 Toril y Masegoso;2023;.
44217 Toril y Masegoso;2022;.
44217 Toril y Masegoso;2021;.
44217 Toril y Masegoso;2020;.
44217 Toril y Masegoso;2019;.
44217 Toril y Masegoso;2018;.
44217 Toril y Masegoso;2017;.
44217 Toril y Masegoso;2016;.
44217 Toril y Masegoso;2015;.
44217 Toril y Masegoso;2014;.
44217 Toril y Masegoso;2013;.
44217 Toril y Masegoso;2012;.
44218 Tormón;2024;.
44218 Tormón;2023;.
44218 Tormón;2022;.
44218 Tormón;2021;.
44218 Tormón;2020;.
44218 Tormón;2019;.
44218 Tormón;2018;.
44218 Tormón;2017;.
44218 Tormón;2016;.
44218 Tormón;2015;.
44218 Tormón;2014;.
44218 Tormón;2013;.
44218 Tormón;2012;.
44219 Tornos;2024;8
44219 Tornos;2023;6
44219 Tornos;2022;6
44219 Tornos;2021;6
44219 Tornos;2020;7
44219 Tornos;2019;8
44219 Tornos;2018;8
44219 Tornos;2017;7
44219 Tornos;2016;6
44219 Tornos;2015;8
44219 Tornos;2014;8
44219 Tornos;2013;8
44219 Tornos;2012;8
44220 Torralba de los Sisones;2024;11
44220 Torralba de los Sisones;2023;10
44220 Torralba de los Sisones;2022;8
44220 Torralba de los Sisones;2021;7
44220 Torralba de los Sisones;2020;7
44220 Torralba de los Sisones;2019;7
44220 Torralba de los Sisones;2018;7
44220 Torralba de los Sisones;2017;6
44220 Torralba de los Sisones;2016;.
44220 Torralba de los Sisones;2015;.
44220 Torralba de los Sisones;2014;.
44220 Torralba de los Sisones;2013;.
44220 Torralba de los Sisones;2012;.
44221 Torrecilla de Alcañiz;2024;27
44221 Torrecilla de Alcañiz;2023;30
44221 Torrecilla de Alcañiz;2022;30
44221 Torrecilla de Alcañiz;2021;26
44221 Torrecilla de Alcañiz;2020;27
44221 Torrecilla de Alcañiz;2019;29
44221 Torrecilla de Alcañiz;2018;30
44221 Torrecilla de Alcañiz;2017;31
44221 Torrecilla de Alcañiz;2016;26
44221 Torrecilla de Alcañiz;2015;27
44221 Torrecilla de Alcañiz;2014;26
44221 Torrecilla de Alcañiz;2013;23
44221 Torrecilla de Alcañiz;2012;24
44222 Torrecilla del Rebollar;2024;.
44222 Torrecilla del Rebollar;2023;.
44222 Torrecilla del Rebollar;2022;.
44222 Torrecilla del Rebollar;2021;.
44222 Torrecilla del Rebollar;2020;.
44222 Torrecilla del Rebollar;2019;.
44222 Torrecilla del Rebollar;2018;.
44222 Torrecilla del Rebollar;2017;.
44222 Torrecilla del Rebollar;2016;.
44222 Torrecilla del Rebollar;2015;.
44222 Torrecilla del Rebollar;2014;.
44222 Torrecilla del Rebollar;2013;.
44222 Torrecilla del Rebollar;2012;.
44223 Torre de Arcas;2024;.
44223 Torre de Arcas;2023;.
44223 Torre de Arcas;2022;.
44223 Torre de Arcas;2021;4
44223 Torre de Arcas;2020;.
44223 Torre de Arcas;2019;.
44223 Torre de Arcas;2018;.
44223 Torre de Arcas;2017;4
44223 Torre de Arcas;2016;4
44223 Torre de Arcas;2015;.
44223 Torre de Arcas;2014;.
44223 Torre de Arcas;2013;.
44223 Torre de Arcas;2012;.
44224 Torre de las Arcas;2024;.
44224 Torre de las Arcas;2023;.
44224 Torre de las Arcas;2022;.
44224 Torre de las Arcas;2021;.
44224 Torre de las Arcas;2020;.
44224 Torre de las Arcas;2019;.
44224 Torre de las Arcas;2018;.
44224 Torre de las Arcas;2017;.
44224 Torre de las Arcas;2016;.
44224 Torre de las Arcas;2015;.
44224 Torre de las Arcas;2014;.
44224 Torre de las Arcas;2013;.
44224 Torre de las Arcas;2012;.
44225 Torre del Compte;2024;10
44225 Torre del Compte;2023;10
44225 Torre del Compte;2022;7
44225 Torre del Compte;2021;6
44225 Torre del Compte;2020;8
44225 Torre del Compte;2019;8
44225 Torre del Compte;2018;8
44225 Torre del Compte;2017;8
44225 Torre del Compte;2016;9
44225 Torre del Compte;2015;10
44225 Torre del Compte;2014;8
44225 Torre del Compte;2013;6
44225 Torre del Compte;2012;8
44226 Torrelacárcel;2024;7
44226 Torrelacárcel;2023;6
44226 Torrelacárcel;2022;5
44226 Torrelacárcel;2021;6
44226 Torrelacárcel;2020;8
44226 Torrelacárcel;2019;9
44226 Torrelacárcel;2018;5
44226 Torrelacárcel;2017;6
44226 Torrelacárcel;2016;6
44226 Torrelacárcel;2015;6
44226 Torrelacárcel;2014;5
44226 Torrelacárcel;2013;5
44226 Torrelacárcel;2012;4
44227 Torre los Negros;2024;.
44227 Torre los Negros;2023;.
44227 Torre los Negros;2022;.
44227 Torre los Negros;2021;.
44227 Torre los Negros;2020;.
44227 Torre los Negros;2019;.
44227 Torre los Negros;2018;.
44227 Torre los Negros;2017;.
44227 Torre los Negros;2016;.
44227 Torre los Negros;2015;.
44227 Torre los Negros;2014;.
44227 Torre los Negros;2013;.
44227 Torre los Negros;2012;.
44228 Torremocha de Jiloca;2024;6
44228 Torremocha de Jiloca;2023;5
44228 Torremocha de Jiloca;2022;6
44228 Torremocha de Jiloca;2021;6
44228 Torremocha de Jiloca;2020;6
44228 Torremocha de Jiloca;2019;5
44228 Torremocha de Jiloca;2018;6
44228 Torremocha de Jiloca;2017;5
44228 Torremocha de Jiloca;2016;6
44228 Torremocha de Jiloca;2015;6
44228 Torremocha de Jiloca;2014;6
44228 Torremocha de Jiloca;2013;8
44228 Torremocha de Jiloca;2012;5
44229 Torres de Albarracín;2024;11
44229 Torres de Albarracín;2023;9
44229 Torres de Albarracín;2022;12
44229 Torres de Albarracín;2021;12
44229 Torres de Albarracín;2020;12
44229 Torres de Albarracín;2019;10
44229 Torres de Albarracín;2018;12
44229 Torres de Albarracín;2017;12
44229 Torres de Albarracín;2016;11
44229 Torres de Albarracín;2015;10
44229 Torres de Albarracín;2014;9
44229 Torres de Albarracín;2013;10
44229 Torres de Albarracín;2012;9
44230 Torrevelilla;2024;7
44230 Torrevelilla;2023;7
44230 Torrevelilla;2022;11
44230 Torrevelilla;2021;11
44230 Torrevelilla;2020;11
44230 Torrevelilla;2019;11
44230 Torrevelilla;2018;9
44230 Torrevelilla;2017;9
44230 Torrevelilla;2016;12
44230 Torrevelilla;2015;12
44230 Torrevelilla;2014;9
44230 Torrevelilla;2013;9
44230 Torrevelilla;2012;9
44231 Torrijas;2024;.
44231 Torrijas;2023;.
44231 Torrijas;2022;.
44231 Torrijas;2021;.
44231 Torrijas;2020;.
44231 Torrijas;2019;.
44231 Torrijas;2018;.
44231 Torrijas;2017;.
44231 Torrijas;2016;.
44231 Torrijas;2015;.
44231 Torrijas;2014;.
44231 Torrijas;2013;.
44231 Torrijas;2012;.
44232 Torrijo del Campo;2024;17
44232 Torrijo del Campo;2023;15
44232 Torrijo del Campo;2022;18
44232 Torrijo del Campo;2021;17
44232 Torrijo del Campo;2020;22
44232 Torrijo del Campo;2019;15
44232 Torrijo del Campo;2018;16
44232 Torrijo del Campo;2017;14
44232 Torrijo del Campo;2016;15
44232 Torrijo del Campo;2015;16
44232 Torrijo del Campo;2014;14
44232 Torrijo del Campo;2013;17
44232 Torrijo del Campo;2012;16
44234 Tramacastiel;2024;.
44234 Tramacastiel;2023;.
44234 Tramacastiel;2022;.
44234 Tramacastiel;2021;.
44234 Tramacastiel;2020;.
44234 Tramacastiel;2019;.
44234 Tramacastiel;2018;.
44234 Tramacastiel;2017;.
44234 Tramacastiel;2016;.
44234 Tramacastiel;2015;.
44234 Tramacastiel;2014;.
44234 Tramacastiel;2013;.
44234 Tramacastiel;2012;4
44235 Tramacastilla;2024;13
44235 Tramacastilla;2023;11
44235 Tramacastilla;2022;11
44235 Tramacastilla;2021;11
44235 Tramacastilla;2020;14
44235 Tramacastilla;2019;15
44235 Tramacastilla;2018;16
44235 Tramacastilla;2017;14
44235 Tramacastilla;2016;14
44235 Tramacastilla;2015;13
44235 Tramacastilla;2014;15
44235 Tramacastilla;2013;15
44235 Tramacastilla;2012;15
44236 Tronchón;2024;8
44236 Tronchón;2023;7
44236 Tronchón;2022;5
44236 Tronchón;2021;6
44236 Tronchón;2020;6
44236 Tronchón;2019;5
44236 Tronchón;2018;5
44236 Tronchón;2017;6
44236 Tronchón;2016;7
44236 Tronchón;2015;6
44236 Tronchón;2014;5
44236 Tronchón;2013;6
44236 Tronchón;2012;5
44237 Urrea de Gaén;2024;20
44237 Urrea de Gaén;2023;22
44237 Urrea de Gaén;2022;26
44237 Urrea de Gaén;2021;22
44237 Urrea de Gaén;2020;22
44237 Urrea de Gaén;2019;27
44237 Urrea de Gaén;2018;30
44237 Urrea de Gaén;2017;26
44237 Urrea de Gaén;2016;26
44237 Urrea de Gaén;2015;27
44237 Urrea de Gaén;2014;28
44237 Urrea de Gaén;2013;29
44237 Urrea de Gaén;2012;29
44238 Utrillas;2024;99
44238 Utrillas;2023;105
44238 Utrillas;2022;111
44238 Utrillas;2021;112
44238 Utrillas;2020;122
44238 Utrillas;2019;128
44238 Utrillas;2018;128
44238 Utrillas;2017;136
44238 Utrillas;2016;131
44238 Utrillas;2015;127
44238 Utrillas;2014;127
44238 Utrillas;2013;130
44238 Utrillas;2012;133
44239 Valacloche;2024;.
44239 Valacloche;2023;.
44239 Valacloche;2022;.
44239 Valacloche;2021;.
44239 Valacloche;2020;.
44239 Valacloche;2019;.
44239 Valacloche;2018;.
44239 Valacloche;2017;.
44239 Valacloche;2016;.
44239 Valacloche;2015;.
44239 Valacloche;2014;.
44239 Valacloche;2013;.
44239 Valacloche;2012;.
44240 Valbona;2024;14
44240 Valbona;2023;11
44240 Valbona;2022;13
44240 Valbona;2021;12
44240 Valbona;2020;13
44240 Valbona;2019;13
44240 Valbona;2018;16
44240 Valbona;2017;17
44240 Valbona;2016;16
44240 Valbona;2015;15
44240 Valbona;2014;12
44240 Valbona;2013;11
44240 Valbona;2012;11
44241 Valdealgorfa;2024;40
44241 Valdealgorfa;2023;40
44241 Valdealgorfa;2022;41
44241 Valdealgorfa;2021;37
44241 Valdealgorfa;2020;37
44241 Valdealgorfa;2019;40
44241 Valdealgorfa;2018;41
44241 Valdealgorfa;2017;42
44241 Valdealgorfa;2016;37
44241 Valdealgorfa;2015;36
44241 Valdealgorfa;2014;36
44241 Valdealgorfa;2013;40
44241 Valdealgorfa;2012;39
44243 Valdecuenca;2024;4
44243 Valdecuenca;2023;.
44243 Valdecuenca;2022;4
44243 Valdecuenca;2021;4
44243 Valdecuenca;2020;4
44243 Valdecuenca;2019;4
44243 Valdecuenca;2018;.
44243 Valdecuenca;2017;4
44243 Valdecuenca;2016;4
44243 Valdecuenca;2015;4
44243 Valdecuenca;2014;4
44243 Valdecuenca;2013;.
44243 Valdecuenca;2012;.
44244 Valdelinares;2024;8
44244 Valdelinares;2023;7
44244 Valdelinares;2022;8
44244 Valdelinares;2021;6
44244 Valdelinares;2020;6
44244 Valdelinares;2019;6
44244 Valdelinares;2018;6
44244 Valdelinares;2017;6
44244 Valdelinares;2016;6
44244 Valdelinares;2015;7
44244 Valdelinares;2014;8
44244 Valdelinares;2013;8
44244 Valdelinares;2012;9
44245 Valdeltormo;2024;29
44245 Valdeltormo;2023;28
44245 Valdeltormo;2022;24
44245 Valdeltormo;2021;25
44245 Valdeltormo;2020;26
44245 Valdeltormo;2019;26
44245 Valdeltormo;2018;29
44245 Valdeltormo;2017;31
44245 Valdeltormo;2016;24
44245 Valdeltormo;2015;25
44245 Valdeltormo;2014;28
44245 Valdeltormo;2013;25
44245 Valdeltormo;2012;24
44246 Valderrobres;2024;258
44246 Valderrobres;2023;250
44246 Valderrobres;2022;251
44246 Valderrobres;2021;253
44246 Valderrobres;2020;252
44246 Valderrobres;2019;245
44246 Valderrobres;2018;245
44246 Valderrobres;2017;235
44246 Valderrobres;2016;235
44246 Valderrobres;2015;236
44246 Valderrobres;2014;225
44246 Valderrobres;2013;224
44246 Valderrobres;2012;229
44247 Valjunquera;2024;16
44247 Valjunquera;2023;18
44247 Valjunquera;2022;18
44247 Valjunquera;2021;16
44247 Valjunquera;2020;18
44247 Valjunquera;2019;16
44247 Valjunquera;2018;16
44247 Valjunquera;2017;16
44247 Valjunquera;2016;19
44247 Valjunquera;2015;22
44247 Valjunquera;2014;25
44247 Valjunquera;2013;25
44247 Valjunquera;2012;25
44249 Vallecillo, El;2024;.
44249 Vallecillo, El;2023;.
44249 Vallecillo, El;2022;.
44249 Vallecillo, El;2021;.
44249 Vallecillo, El;2020;.
44249 Vallecillo, El;2019;.
44249 Vallecillo, El;2018;.
44249 Vallecillo, El;2017;.
44249 Vallecillo, El;2016;.
44249 Vallecillo, El;2015;.
44249 Vallecillo, El;2014;.
44249 Vallecillo, El;2013;.
44249 Vallecillo, El;2012;.
44250 Veguillas de la Sierra;2024;.
44250 Veguillas de la Sierra;2023;.
44250 Veguillas de la Sierra;2022;.
44250 Veguillas de la Sierra;2021;.
44250 Veguillas de la Sierra;2020;.
44250 Veguillas de la Sierra;2019;.
44250 Veguillas de la Sierra;2018;.
44250 Veguillas de la Sierra;2017;.
44250 Veguillas de la Sierra;2016;.
44250 Veguillas de la Sierra;2015;.
44250 Veguillas de la Sierra;2014;.
44250 Veguillas de la Sierra;2013;.
44250 Veguillas de la Sierra;2012;.
44251 Villafranca del Campo;2024;4
44251 Villafranca del Campo;2023;5
44251 Villafranca del Campo;2022;4
44251 Villafranca del Campo;2021;4
44251 Villafranca del Campo;2020;.
44251 Villafranca del Campo;2019;5
44251 Villafranca del Campo;2018;5
44251 Villafranca del Campo;2017;6
44251 Villafranca del Campo;2016;9
44251 Villafranca del Campo;2015;6
44251 Villafranca del Campo;2014;7
44251 Villafranca del Campo;2013;8
44251 Villafranca del Campo;2012;8
44252 Villahermosa del Campo;2024;4
44252 Villahermosa del Campo;2023;4
44252 Villahermosa del Campo;2022;.
44252 Villahermosa del Campo;2021;.
44252 Villahermosa del Campo;2020;.
44252 Villahermosa del Campo;2019;.
44252 Villahermosa del Campo;2018;.
44252 Villahermosa del Campo;2017;.
44252 Villahermosa del Campo;2016;.
44252 Villahermosa del Campo;2015;4
44252 Villahermosa del Campo;2014;5
44252 Villahermosa del Campo;2013;5
44252 Villahermosa del Campo;2012;.
44256 Villanueva del Rebollar de la Sierra;2024;5
44256 Villanueva del Rebollar de la Sierra;2023;5
44256 Villanueva del Rebollar de la Sierra;2022;4
44256 Villanueva del Rebollar de la Sierra;2021;.
44256 Villanueva del Rebollar de la Sierra;2020;.
44256 Villanueva del Rebollar de la Sierra;2019;.
44256 Villanueva del Rebollar de la Sierra;2018;.
44256 Villanueva del Rebollar de la Sierra;2017;.
44256 Villanueva del Rebollar de la Sierra;2016;.
44256 Villanueva del Rebollar de la Sierra;2015;5
44256 Villanueva del Rebollar de la Sierra;2014;5
44256 Villanueva del Rebollar de la Sierra;2013;5
44256 Villanueva del Rebollar de la Sierra;2012;5
44257 Villar del Cobo;2024;7
44257 Villar del Cobo;2023;7
44257 Villar del Cobo;2022;8
44257 Villar del Cobo;2021;7
44257 Villar del Cobo;2020;7
44257 Villar del Cobo;2019;7
44257 Villar del Cobo;2018;8
44257 Villar del Cobo;2017;8
44257 Villar del Cobo;2016;12
44257 Villar del Cobo;2015;11
44257 Villar del Cobo;2014;11
44257 Villar del Cobo;2013;13
44257 Villar del Cobo;2012;14
44258 Villar del Salz;2024;.
44258 Villar del Salz;2023;.
44258 Villar del Salz;2022;.
44258 Villar del Salz;2021;.
44258 Villar del Salz;2020;.
44258 Villar del Salz;2019;.
44258 Villar del Salz;2018;.
44258 Villar del Salz;2017;.
44258 Villar del Salz;2016;.
44258 Villar del Salz;2015;.
44258 Villar del Salz;2014;.
44258 Villar del Salz;2013;.
44258 Villar del Salz;2012;.
44260 Villarluengo;2024;17
44260 Villarluengo;2023;17
44260 Villarluengo;2022;20
44260 Villarluengo;2021;20
44260 Villarluengo;2020;20
44260 Villarluengo;2019;24
44260 Villarluengo;2018;24
44260 Villarluengo;2017;22
44260 Villarluengo;2016;22
44260 Villarluengo;2015;22
44260 Villarluengo;2014;24
44260 Villarluengo;2013;25
44260 Villarluengo;2012;21
44261 Villarquemado;2024;45
44261 Villarquemado;2023;44
44261 Villarquemado;2022;51
44261 Villarquemado;2021;46
44261 Villarquemado;2020;46
44261 Villarquemado;2019;44
44261 Villarquemado;2018;45
44261 Villarquemado;2017;48
44261 Villarquemado;2016;45
44261 Villarquemado;2015;48
44261 Villarquemado;2014;45
44261 Villarquemado;2013;46
44261 Villarquemado;2012;50
44262 Villarroya de los Pinares;2024;15
44262 Villarroya de los Pinares;2023;14
44262 Villarroya de los Pinares;2022;15
44262 Villarroya de los Pinares;2021;15
44262 Villarroya de los Pinares;2020;13
44262 Villarroya de los Pinares;2019;15
44262 Villarroya de los Pinares;2018;12
44262 Villarroya de los Pinares;2017;13
44262 Villarroya de los Pinares;2016;14
44262 Villarroya de los Pinares;2015;14
44262 Villarroya de los Pinares;2014;12
44262 Villarroya de los Pinares;2013;14
44262 Villarroya de los Pinares;2012;15
44263 Villastar;2024;28
44263 Villastar;2023;26
44263 Villastar;2022;20
44263 Villastar;2021;18
44263 Villastar;2020;20
44263 Villastar;2019;17
44263 Villastar;2018;19
44263 Villastar;2017;16
44263 Villastar;2016;17
44263 Villastar;2015;17
44263 Villastar;2014;14
44263 Villastar;2013;16
44263 Villastar;2012;17
44264 Villel;2024;14
44264 Villel;2023;14
44264 Villel;2022;12
44264 Villel;2021;12
44264 Villel;2020;12
44264 Villel;2019;13
44264 Villel;2018;13
44264 Villel;2017;16
44264 Villel;2016;14
44264 Villel;2015;10
44264 Villel;2014;10
44264 Villel;2013;11
44264 Villel;2012;13
44265 Vinaceite;2024;18
44265 Vinaceite;2023;16
44265 Vinaceite;2022;16
44265 Vinaceite;2021;14
44265 Vinaceite;2020;14
44265 Vinaceite;2019;14
44265 Vinaceite;2018;15
44265 Vinaceite;2017;14
44265 Vinaceite;2016;13
44265 Vinaceite;2015;14
44265 Vinaceite;2014;14
44265 Vinaceite;2013;15
44265 Vinaceite;2012;16
44266 Visiedo;2024;.
44266 Visiedo;2023;.
44266 Visiedo;2022;.
44266 Visiedo;2021;.
44266 Visiedo;2020;.
44266 Visiedo;2019;.
44266 Visiedo;2018;.
44266 Visiedo;2017;.
44266 Visiedo;2016;.
44266 Visiedo;2015;.
44266 Visiedo;2014;.
44266 Visiedo;2013;.
44266 Visiedo;2012;7
44267 Vivel del Río Martín;2024;.
44267 Vivel del Río Martín;2023;.
44267 Vivel del Río Martín;2022;.
44267 Vivel del Río Martín;2021;.
44267 Vivel del Río Martín;2020;.
44267 Vivel del Río Martín;2019;.
44267 Vivel del Río Martín;2018;.
44267 Vivel del Río Martín;2017;.
44267 Vivel del Río Martín;2016;.
44267 Vivel del Río Martín;2015;.
44267 Vivel del Río Martín;2014;.
44267 Vivel del Río Martín;2013;.
44267 Vivel del Río Martín;2012;.
44268 Zoma, La;2024;.
44268 Zoma, La;2023;.
44268 Zoma, La;2022;.
44268 Zoma, La;2021;.
44268 Zoma, La;2020;.
44268 Zoma, La;2019;.
44268 Zoma, La;2018;.
44268 Zoma, La;2017;.
44268 Zoma, La;2016;.
44268 Zoma, La;2015;.
44268 Zoma, La;2014;.
44268 Zoma, La;2013;.
44268 Zoma, La;2012;.
45001 Ajofrín;2024;132
45001 Ajofrín;2023;138
45001 Ajofrín;2022;148
45001 Ajofrín;2021;139
45001 Ajofrín;2020;140
45001 Ajofrín;2019;149
45001 Ajofrín;2018;154
45001 Ajofrín;2017;158
45001 Ajofrín;2016;161
45001 Ajofrín;2015;147
45001 Ajofrín;2014;148
45001 Ajofrín;2013;153
45001 Ajofrín;2012;158
45002 Alameda de la Sagra;2024;201
45002 Alameda de la Sagra;2023;189
45002 Alameda de la Sagra;2022;189
45002 Alameda de la Sagra;2021;188
45002 Alameda de la Sagra;2020;188
45002 Alameda de la Sagra;2019;183
45002 Alameda de la Sagra;2018;184
45002 Alameda de la Sagra;2017;181
45002 Alameda de la Sagra;2016;182
45002 Alameda de la Sagra;2015;184
45002 Alameda de la Sagra;2014;177
45002 Alameda de la Sagra;2013;180
45002 Alameda de la Sagra;2012;192
45003 Albarreal de Tajo;2024;48
45003 Albarreal de Tajo;2023;48
45003 Albarreal de Tajo;2022;44
45003 Albarreal de Tajo;2021;38
45003 Albarreal de Tajo;2020;37
45003 Albarreal de Tajo;2019;40
45003 Albarreal de Tajo;2018;40
45003 Albarreal de Tajo;2017;42
45003 Albarreal de Tajo;2016;33
45003 Albarreal de Tajo;2015;31
45003 Albarreal de Tajo;2014;33
45003 Albarreal de Tajo;2013;37
45003 Albarreal de Tajo;2012;39
45004 Alcabón;2024;35
45004 Alcabón;2023;32
45004 Alcabón;2022;28
45004 Alcabón;2021;29
45004 Alcabón;2020;30
45004 Alcabón;2019;32
45004 Alcabón;2018;30
45004 Alcabón;2017;27
45004 Alcabón;2016;30
45004 Alcabón;2015;29
45004 Alcabón;2014;30
45004 Alcabón;2013;30
45004 Alcabón;2012;35
45005 Alcañizo;2024;6
45005 Alcañizo;2023;6
45005 Alcañizo;2022;8
45005 Alcañizo;2021;10
45005 Alcañizo;2020;12
45005 Alcañizo;2019;15
45005 Alcañizo;2018;11
45005 Alcañizo;2017;13
45005 Alcañizo;2016;12
45005 Alcañizo;2015;10
45005 Alcañizo;2014;11
45005 Alcañizo;2013;10
45005 Alcañizo;2012;12
45006 Alcaudete de la Jara;2024;64
45006 Alcaudete de la Jara;2023;68
45006 Alcaudete de la Jara;2022;71
45006 Alcaudete de la Jara;2021;69
45006 Alcaudete de la Jara;2020;66
45006 Alcaudete de la Jara;2019;72
45006 Alcaudete de la Jara;2018;69
45006 Alcaudete de la Jara;2017;69
45006 Alcaudete de la Jara;2016;66
45006 Alcaudete de la Jara;2015;73
45006 Alcaudete de la Jara;2014;77
45006 Alcaudete de la Jara;2013;87
45006 Alcaudete de la Jara;2012;80
45007 Alcolea de Tajo;2024;43
45007 Alcolea de Tajo;2023;43
45007 Alcolea de Tajo;2022;39
45007 Alcolea de Tajo;2021;31
45007 Alcolea de Tajo;2020;33
45007 Alcolea de Tajo;2019;31
45007 Alcolea de Tajo;2018;34
45007 Alcolea de Tajo;2017;36
45007 Alcolea de Tajo;2016;37
45007 Alcolea de Tajo;2015;37
45007 Alcolea de Tajo;2014;34
45007 Alcolea de Tajo;2013;38
45007 Alcolea de Tajo;2012;39
45008 Aldea en Cabo;2024;8
45008 Aldea en Cabo;2023;6
45008 Aldea en Cabo;2022;5
45008 Aldea en Cabo;2021;8
45008 Aldea en Cabo;2020;7
45008 Aldea en Cabo;2019;6
45008 Aldea en Cabo;2018;7
45008 Aldea en Cabo;2017;9
45008 Aldea en Cabo;2016;9
45008 Aldea en Cabo;2015;9
45008 Aldea en Cabo;2014;7
45008 Aldea en Cabo;2013;8
45008 Aldea en Cabo;2012;9
45009 Aldeanueva de Barbarroya;2024;25
45009 Aldeanueva de Barbarroya;2023;24
45009 Aldeanueva de Barbarroya;2022;22
45009 Aldeanueva de Barbarroya;2021;25
45009 Aldeanueva de Barbarroya;2020;26
45009 Aldeanueva de Barbarroya;2019;29
45009 Aldeanueva de Barbarroya;2018;28
45009 Aldeanueva de Barbarroya;2017;27
45009 Aldeanueva de Barbarroya;2016;26
45009 Aldeanueva de Barbarroya;2015;29
45009 Aldeanueva de Barbarroya;2014;29
45009 Aldeanueva de Barbarroya;2013;27
45009 Aldeanueva de Barbarroya;2012;27
45010 Aldeanueva de San Bartolomé;2024;13
45010 Aldeanueva de San Bartolomé;2023;11
45010 Aldeanueva de San Bartolomé;2022;13
45010 Aldeanueva de San Bartolomé;2021;13
45010 Aldeanueva de San Bartolomé;2020;13
45010 Aldeanueva de San Bartolomé;2019;16
45010 Aldeanueva de San Bartolomé;2018;13
45010 Aldeanueva de San Bartolomé;2017;14
45010 Aldeanueva de San Bartolomé;2016;14
45010 Aldeanueva de San Bartolomé;2015;15
45010 Aldeanueva de San Bartolomé;2014;17
45010 Aldeanueva de San Bartolomé;2013;18
45010 Aldeanueva de San Bartolomé;2012;18
45011 Almendral de la Cañada;2024;16
45011 Almendral de la Cañada;2023;16
45011 Almendral de la Cañada;2022;16
45011 Almendral de la Cañada;2021;17
45011 Almendral de la Cañada;2020;15
45011 Almendral de la Cañada;2019;17
45011 Almendral de la Cañada;2018;17
45011 Almendral de la Cañada;2017;20
45011 Almendral de la Cañada;2016;18
45011 Almendral de la Cañada;2015;17
45011 Almendral de la Cañada;2014;16
45011 Almendral de la Cañada;2013;16
45011 Almendral de la Cañada;2012;17
45012 Almonacid de Toledo;2024;31
45012 Almonacid de Toledo;2023;37
45012 Almonacid de Toledo;2022;32
45012 Almonacid de Toledo;2021;29
45012 Almonacid de Toledo;2020;26
45012 Almonacid de Toledo;2019;29
45012 Almonacid de Toledo;2018;31
45012 Almonacid de Toledo;2017;31
45012 Almonacid de Toledo;2016;31
45012 Almonacid de Toledo;2015;33
45012 Almonacid de Toledo;2014;33
45012 Almonacid de Toledo;2013;38
45012 Almonacid de Toledo;2012;36
45013 Almorox;2024;155
45013 Almorox;2023;151
45013 Almorox;2022;151
45013 Almorox;2021;154
45013 Almorox;2020;157
45013 Almorox;2019;155
45013 Almorox;2018;150
45013 Almorox;2017;145
45013 Almorox;2016;160
45013 Almorox;2015;163
45013 Almorox;2014;154
45013 Almorox;2013;165
45013 Almorox;2012;171
45014 Añover de Tajo;2024;243
45014 Añover de Tajo;2023;241
45014 Añover de Tajo;2022;247
45014 Añover de Tajo;2021;247
45014 Añover de Tajo;2020;246
45014 Añover de Tajo;2019;244
45014 Añover de Tajo;2018;236
45014 Añover de Tajo;2017;234
45014 Añover de Tajo;2016;225
45014 Añover de Tajo;2015;242
45014 Añover de Tajo;2014;239
45014 Añover de Tajo;2013;247
45014 Añover de Tajo;2012;257
45015 Arcicóllar;2024;36
45015 Arcicóllar;2023;42
45015 Arcicóllar;2022;36
45015 Arcicóllar;2021;36
45015 Arcicóllar;2020;37
45015 Arcicóllar;2019;36
45015 Arcicóllar;2018;34
