Municipios;Periodo;Total
46121 Estubeny;2022;13.317
46121 Estubeny;2021;12.523
46121 Estubeny;2020;11.796
46121 Estubeny;2019;10.992
46121 Estubeny;2018;10.280
46121 Estubeny;2017;10.599
46121 Estubeny;2016;9.817
46121 Estubeny;2015;9.577
46122 Faura;2022;12.524
46122 Faura;2021;11.955
46122 Faura;2020;11.346
46122 Faura;2019;11.168
46122 Faura;2018;10.480
46122 Faura;2017;9.816
46122 Faura;2016;9.469
46122 Faura;2015;9.607
46123 Favara;2022;11.678
46123 Favara;2021;11.317
46123 Favara;2020;10.799
46123 Favara;2019;10.611
46123 Favara;2018;10.018
46123 Favara;2017;9.533
46123 Favara;2016;9.014
46123 Favara;2015;8.834
46124 Fontanars dels Alforins;2022;12.544
46124 Fontanars dels Alforins;2021;12.333
46124 Fontanars dels Alforins;2020;11.204
46124 Fontanars dels Alforins;2019;11.163
46124 Fontanars dels Alforins;2018;10.618
46124 Fontanars dels Alforins;2017;9.702
46124 Fontanars dels Alforins;2016;8.776
46124 Fontanars dels Alforins;2015;8.411
46125 Fortaleny;2022;12.906
46125 Fortaleny;2021;11.855
46125 Fortaleny;2020;11.520
46125 Fortaleny;2019;11.324
46125 Fortaleny;2018;10.461
46125 Fortaleny;2017;9.828
46125 Fortaleny;2016;9.266
46125 Fortaleny;2015;8.947
46126 Foios;2022;14.066
46126 Foios;2021;13.506
46126 Foios;2020;12.692
46126 Foios;2019;12.496
46126 Foios;2018;11.894
46126 Foios;2017;11.590
46126 Foios;2016;11.235
46126 Foios;2015;10.847
46127 Font d'en Carròs, la;2022;11.544
46127 Font d'en Carròs, la;2021;11.014
46127 Font d'en Carròs, la;2020;10.582
46127 Font d'en Carròs, la;2019;10.356
46127 Font d'en Carròs, la;2018;9.838
46127 Font d'en Carròs, la;2017;9.535
46127 Font d'en Carròs, la;2016;8.939
46127 Font d'en Carròs, la;2015;8.640
46128 Font de la Figuera, la;2022;11.827
46128 Font de la Figuera, la;2021;11.130
46128 Font de la Figuera, la;2020;10.487
46128 Font de la Figuera, la;2019;10.315
46128 Font de la Figuera, la;2018;9.873
46128 Font de la Figuera, la;2017;9.308
46128 Font de la Figuera, la;2016;8.614
46128 Font de la Figuera, la;2015;8.595
46129 Fuenterrobles;2022;9.994
46129 Fuenterrobles;2021;9.096
46129 Fuenterrobles;2020;8.461
46129 Fuenterrobles;2019;9.043
46129 Fuenterrobles;2018;9.054
46129 Fuenterrobles;2017;8.427
46129 Fuenterrobles;2016;7.837
46129 Fuenterrobles;2015;7.717
46130 Gavarda;2022;12.292
46130 Gavarda;2021;11.588
46130 Gavarda;2020;11.186
46130 Gavarda;2019;11.051
46130 Gavarda;2018;10.550
46130 Gavarda;2017;9.951
46130 Gavarda;2016;8.992
46130 Gavarda;2015;9.034
46131 Gandia;2022;11.818
46131 Gandia;2021;11.238
46131 Gandia;2020;10.769
46131 Gandia;2019;10.605
46131 Gandia;2018;10.247
46131 Gandia;2017;9.631
46131 Gandia;2016;9.266
46131 Gandia;2015;8.971
46132 Genovés, el;2022;11.675
46132 Genovés, el;2021;11.080
46132 Genovés, el;2020;10.454
46132 Genovés, el;2019;10.068
46132 Genovés, el;2018;9.509
46132 Genovés, el;2017;8.989
46132 Genovés, el;2016;8.517
46132 Genovés, el;2015;8.119
46133 Gestalgar;2022;14.118
46133 Gestalgar;2021;13.567
46133 Gestalgar;2020;14.423
46133 Gestalgar;2019;15.532
46133 Gestalgar;2018;12.662
46133 Gestalgar;2017;11.512
46133 Gestalgar;2016;10.145
46133 Gestalgar;2015;10.678
46134 Gilet;2022;14.118
46134 Gilet;2021;13.259
46134 Gilet;2020;12.730
46134 Gilet;2019;12.684
46134 Gilet;2018;11.956
46134 Gilet;2017;11.346
46134 Gilet;2016;10.976
46134 Gilet;2015;10.942
46135 Godella;2022;18.018
46135 Godella;2021;17.307
46135 Godella;2020;16.317
46135 Godella;2019;16.152
46135 Godella;2018;15.310
46135 Godella;2017;14.468
46135 Godella;2016;14.304
46135 Godella;2015;14.030
46136 Godelleta;2022;12.473
46136 Godelleta;2021;11.700
46136 Godelleta;2020;11.322
46136 Godelleta;2019;11.021
46136 Godelleta;2018;10.694
46136 Godelleta;2017;10.009
46136 Godelleta;2016;9.639
46136 Godelleta;2015;9.541
46137 Granja de la Costera, la;2022;13.204
46137 Granja de la Costera, la;2021;12.568
46137 Granja de la Costera, la;2020;11.709
46137 Granja de la Costera, la;2019;11.392
46137 Granja de la Costera, la;2018;10.604
46137 Granja de la Costera, la;2017;10.086
46137 Granja de la Costera, la;2016;9.041
46137 Granja de la Costera, la;2015;9.042
46138 Guadasséquies;2022;12.509
46138 Guadasséquies;2021;12.367
46138 Guadasséquies;2020;11.914
46138 Guadasséquies;2019;11.664
46138 Guadasséquies;2018;10.671
46138 Guadasséquies;2017;10.009
46138 Guadasséquies;2016;9.222
46138 Guadasséquies;2015;8.644
46139 Guadassuar;2022;13.073
46139 Guadassuar;2021;12.597
46139 Guadassuar;2020;12.064
46139 Guadassuar;2019;11.769
46139 Guadassuar;2018;10.949
46139 Guadassuar;2017;10.529
46139 Guadassuar;2016;10.069
46139 Guadassuar;2015;9.780
46140 Guardamar de la Safor;2022;14.918
46140 Guardamar de la Safor;2021;13.773
46140 Guardamar de la Safor;2020;13.405
46140 Guardamar de la Safor;2019;13.315
46140 Guardamar de la Safor;2018;12.041
46140 Guardamar de la Safor;2017;12.025
46140 Guardamar de la Safor;2016;11.503
46140 Guardamar de la Safor;2015;11.650
46141 Higueruelas;2022;13.000
46141 Higueruelas;2021;12.386
46141 Higueruelas;2020;11.971
46141 Higueruelas;2019;12.080
46141 Higueruelas;2018;11.599
46141 Higueruelas;2017;10.987
46141 Higueruelas;2016;10.526
46141 Higueruelas;2015;10.050
46142 Jalance;2022;14.293
46142 Jalance;2021;13.716
46142 Jalance;2020;12.803
46142 Jalance;2019;12.722
46142 Jalance;2018;12.212
46142 Jalance;2017;11.610
46142 Jalance;2016;11.232
46142 Jalance;2015;11.358
46143 Xeraco;2022;11.834
46143 Xeraco;2021;11.173
46143 Xeraco;2020;11.036
46143 Xeraco;2019;10.778
46143 Xeraco;2018;10.297
46143 Xeraco;2017;9.762
46143 Xeraco;2016;9.263
46143 Xeraco;2015;9.150
46144 Jarafuel;2022;12.955
46144 Jarafuel;2021;12.231
46144 Jarafuel;2020;11.772
46144 Jarafuel;2019;11.489
46144 Jarafuel;2018;11.065
46144 Jarafuel;2017;10.622
46144 Jarafuel;2016;10.167
46144 Jarafuel;2015;10.517
46145 Xàtiva;2022;12.958
46145 Xàtiva;2021;12.308
46145 Xàtiva;2020;11.892
46145 Xàtiva;2019;11.531
46145 Xàtiva;2018;10.920
46145 Xàtiva;2017;10.459
46145 Xàtiva;2016;9.898
46145 Xàtiva;2015;9.671
46146 Xeresa;2022;13.252
46146 Xeresa;2021;11.001
46146 Xeresa;2020;11.719
46146 Xeresa;2019;5.898
46146 Xeresa;2018;11.469
46146 Xeresa;2017;11.735
46146 Xeresa;2016;10.526
46146 Xeresa;2015;10.350
46147 Llíria;2022;12.393
46147 Llíria;2021;11.658
46147 Llíria;2020;11.139
46147 Llíria;2019;10.900
46147 Llíria;2018;10.403
46147 Llíria;2017;9.884
46147 Llíria;2016;9.267
46147 Llíria;2015;9.224
46148 Loriguilla;2022;13.432
46148 Loriguilla;2021;12.759
46148 Loriguilla;2020;12.177
46148 Loriguilla;2019;12.050
46148 Loriguilla;2018;11.652
46148 Loriguilla;2017;11.298
46148 Loriguilla;2016;10.559
46148 Loriguilla;2015;10.534
46149 Losa del Obispo;2022;11.698
46149 Losa del Obispo;2021;11.009
46149 Losa del Obispo;2020;10.166
46149 Losa del Obispo;2019;10.370
46149 Losa del Obispo;2018;9.856
46149 Losa del Obispo;2017;9.494
46149 Losa del Obispo;2016;8.732
46149 Losa del Obispo;2015;8.579
46150 Llutxent;2022;10.974
46150 Llutxent;2021;10.503
46150 Llutxent;2020;10.164
46150 Llutxent;2019;9.766
46150 Llutxent;2018;9.079
46150 Llutxent;2017;8.576
46150 Llutxent;2016;8.262
46150 Llutxent;2015;7.974
46151 Llocnou d'En Fenollet;2022;11.923
46151 Llocnou d'En Fenollet;2021;11.061
46151 Llocnou d'En Fenollet;2020;10.653
46151 Llocnou d'En Fenollet;2019;10.080
46151 Llocnou d'En Fenollet;2018;9.454
46151 Llocnou d'En Fenollet;2017;8.930
46151 Llocnou d'En Fenollet;2016;8.321
46151 Llocnou d'En Fenollet;2015;8.015
46152 Llocnou de la Corona;2022;11.905
46152 Llocnou de la Corona;2021;11.032
46152 Llocnou de la Corona;2020;10.270
46152 Llocnou de la Corona;2019;9.967
46152 Llocnou de la Corona;2018;9.201
46152 Llocnou de la Corona;2017;9.052
46152 Llocnou de la Corona;2016;8.471
46152 Llocnou de la Corona;2015;7.320
46153 Llocnou de Sant Jeroni;2022;13.012
46153 Llocnou de Sant Jeroni;2021;11.966
46153 Llocnou de Sant Jeroni;2020;11.237
46153 Llocnou de Sant Jeroni;2019;10.702
46153 Llocnou de Sant Jeroni;2018;10.081
46153 Llocnou de Sant Jeroni;2017;9.620
46153 Llocnou de Sant Jeroni;2016;9.195
46153 Llocnou de Sant Jeroni;2015;9.272
46154 Llanera de Ranes;2022;10.705
46154 Llanera de Ranes;2021;9.952
46154 Llanera de Ranes;2020;9.645
46154 Llanera de Ranes;2019;9.612
46154 Llanera de Ranes;2018;9.252
46154 Llanera de Ranes;2017;8.512
46154 Llanera de Ranes;2016;8.499
46154 Llanera de Ranes;2015;8.231
46155 Llaurí;2022;11.911
46155 Llaurí;2021;11.067
46155 Llaurí;2020;10.638
46155 Llaurí;2019;10.477
46155 Llaurí;2018;9.688
46155 Llaurí;2017;9.082
46155 Llaurí;2016;8.551
46155 Llaurí;2015;8.251
46156 Llombai;2022;12.151
46156 Llombai;2021;11.473
46156 Llombai;2020;11.182
46156 Llombai;2019;10.996
46156 Llombai;2018;10.124
46156 Llombai;2017;9.549
46156 Llombai;2016;9.072
46156 Llombai;2015;8.786
46157 Llosa de Ranes, la;2022;11.772
46157 Llosa de Ranes, la;2021;11.183
46157 Llosa de Ranes, la;2020;10.562
46157 Llosa de Ranes, la;2019;10.478
46157 Llosa de Ranes, la;2018;9.704
46157 Llosa de Ranes, la;2017;9.277
46157 Llosa de Ranes, la;2016;8.740
46157 Llosa de Ranes, la;2015;8.403
46158 Macastre;2022;12.229
46158 Macastre;2021;11.599
46158 Macastre;2020;11.163
46158 Macastre;2019;10.847
46158 Macastre;2018;10.171
46158 Macastre;2017;9.687
46158 Macastre;2016;9.225
46158 Macastre;2015;9.331
46159 Manises;2022;11.924
46159 Manises;2021;11.184
46159 Manises;2020;10.630
46159 Manises;2019;10.604
46159 Manises;2018;10.065
46159 Manises;2017;9.470
46159 Manises;2016;9.082
46159 Manises;2015;8.819
46160 Manuel;2022;11.824
46160 Manuel;2021;11.298
46160 Manuel;2020;10.816
46160 Manuel;2019;10.982
46160 Manuel;2018;10.130
46160 Manuel;2017;9.688
46160 Manuel;2016;9.345
46160 Manuel;2015;8.753
46161 Marines;2022;12.708
46161 Marines;2021;12.003
46161 Marines;2020;11.649
46161 Marines;2019;11.437
46161 Marines;2018;10.742
46161 Marines;2017;10.159
46161 Marines;2016;10.040
46161 Marines;2015;9.422
46162 Massalavés;2022;10.730
46162 Massalavés;2021;10.129
46162 Massalavés;2020;9.837
46162 Massalavés;2019;9.932
46162 Massalavés;2018;9.178
46162 Massalavés;2017;8.585
46162 Massalavés;2016;8.618
46162 Massalavés;2015;8.506
46163 Massalfassar;2022;15.156
46163 Massalfassar;2021;14.330
46163 Massalfassar;2020;13.781
46163 Massalfassar;2019;13.615
46163 Massalfassar;2018;12.887
46163 Massalfassar;2017;12.482
46163 Massalfassar;2016;11.978
46163 Massalfassar;2015;11.872
46164 Massamagrell;2022;12.275
46164 Massamagrell;2021;11.591
46164 Massamagrell;2020;11.158
46164 Massamagrell;2019;10.925
46164 Massamagrell;2018;10.334
46164 Massamagrell;2017;9.842
46164 Massamagrell;2016;9.405
46164 Massamagrell;2015;9.212
46165 Massanassa;2022;13.105
46165 Massanassa;2021;12.630
46165 Massanassa;2020;12.077
46165 Massanassa;2019;11.881
46165 Massanassa;2018;11.278
46165 Massanassa;2017;10.834
46165 Massanassa;2016;10.509
46165 Massanassa;2015;10.103
46166 Meliana;2022;13.493
46166 Meliana;2021;12.797
46166 Meliana;2020;12.251
46166 Meliana;2019;11.987
46166 Meliana;2018;11.711
46166 Meliana;2017;11.062
46166 Meliana;2016;10.603
46166 Meliana;2015;10.136
46167 Millares;2022;11.868
46167 Millares;2021;11.162
46167 Millares;2020;10.628
46167 Millares;2019;10.900
46167 Millares;2018;10.371
46167 Millares;2017;9.407
46167 Millares;2016;8.882
46167 Millares;2015;8.648
46168 Miramar;2022;12.754
46168 Miramar;2021;12.704
46168 Miramar;2020;12.161
46168 Miramar;2019;11.916
46168 Miramar;2018;11.365
46168 Miramar;2017;10.684
46168 Miramar;2016;10.370
46168 Miramar;2015;10.052
46169 Mislata;2022;12.630
46169 Mislata;2021;12.074
46169 Mislata;2020;11.572
46169 Mislata;2019;11.438
46169 Mislata;2018;10.863
46169 Mislata;2017;10.348
46169 Mislata;2016;10.017
46169 Mislata;2015;9.701
46170 Moixent/Mogente;2022;11.549
46170 Moixent/Mogente;2021;10.997
46170 Moixent/Mogente;2020;10.122
46170 Moixent/Mogente;2019;10.437
46170 Moixent/Mogente;2018;9.412
46170 Moixent/Mogente;2017;8.788
46170 Moixent/Mogente;2016;8.094
46170 Moixent/Mogente;2015;7.948
46171 Moncada;2022;12.835
46171 Moncada;2021;12.167
46171 Moncada;2020;11.622
46171 Moncada;2019;11.382
46171 Moncada;2018;10.739
46171 Moncada;2017;10.357
46171 Moncada;2016;9.679
46171 Moncada;2015;9.550
46172 Montserrat;2022;12.146
46172 Montserrat;2021;11.521
46172 Montserrat;2020;10.792
46172 Montserrat;2019;10.616
46172 Montserrat;2018;10.025
46172 Montserrat;2017;9.476
46172 Montserrat;2016;8.982
46172 Montserrat;2015;8.692
46173 Montaverner;2022;12.200
46173 Montaverner;2021;11.605
46173 Montaverner;2020;10.855
46173 Montaverner;2019;10.641
46173 Montaverner;2018;10.080
46173 Montaverner;2017;9.310
46173 Montaverner;2016;9.012
46173 Montaverner;2015;8.736
46174 Montesa;2022;11.775
46174 Montesa;2021;10.974
46174 Montesa;2020;10.581
46174 Montesa;2019;10.190
46174 Montesa;2018;9.607
46174 Montesa;2017;9.077
46174 Montesa;2016;8.617
46174 Montesa;2015;8.142
46175 Montitxelvo/Montichelvo;2022;12.946
46175 Montitxelvo/Montichelvo;2021;11.348
46175 Montitxelvo/Montichelvo;2020;11.420
46175 Montitxelvo/Montichelvo;2019;10.859
46175 Montitxelvo/Montichelvo;2018;9.730
46175 Montitxelvo/Montichelvo;2017;9.512
46175 Montitxelvo/Montichelvo;2016;8.891
46175 Montitxelvo/Montichelvo;2015;8.725
46176 Montroi/Montroy;2022;10.781
46176 Montroi/Montroy;2021;10.244
46176 Montroi/Montroy;2020;9.998
46176 Montroi/Montroy;2019;9.745
46176 Montroi/Montroy;2018;9.220
46176 Montroi/Montroy;2017;8.785
46176 Montroi/Montroy;2016;8.266
46176 Montroi/Montroy;2015;7.800
46177 Museros;2022;13.422
46177 Museros;2021;12.869
46177 Museros;2020;12.122
46177 Museros;2019;11.883
46177 Museros;2018;11.341
46177 Museros;2017;10.721
46177 Museros;2016;10.262
46177 Museros;2015;10.139
46178 Nàquera/Náquera;2022;14.442
46178 Nàquera/Náquera;2021;13.765
46178 Nàquera/Náquera;2020;13.254
46178 Nàquera/Náquera;2019;13.136
46178 Nàquera/Náquera;2018;12.566
46178 Nàquera/Náquera;2017;12.063
46178 Nàquera/Náquera;2016;11.917
46178 Nàquera/Náquera;2015;11.612
46179 Navarrés;2022;11.259
46179 Navarrés;2021;10.786
46179 Navarrés;2020;10.337
46179 Navarrés;2019;10.043
46179 Navarrés;2018;9.671
46179 Navarrés;2017;8.930
46179 Navarrés;2016;8.521
46179 Navarrés;2015;8.506
46180 Novetlè;2022;13.106
46180 Novetlè;2021;12.053
46180 Novetlè;2020;11.761
46180 Novetlè;2019;11.353
46180 Novetlè;2018;10.743
46180 Novetlè;2017;10.169
46180 Novetlè;2016;9.654
46180 Novetlè;2015;9.205
46181 Oliva;2022;11.948
46181 Oliva;2021;11.486
46181 Oliva;2020;10.830
46181 Oliva;2019;10.490
46181 Oliva;2018;9.950
46181 Oliva;2017;9.404
46181 Oliva;2016;9.008
46181 Oliva;2015;8.714
46182 Olocau;2022;14.837
46182 Olocau;2021;13.724
46182 Olocau;2020;12.505
46182 Olocau;2019;12.351
46182 Olocau;2018;11.979
46182 Olocau;2017;11.553
46182 Olocau;2016;11.428
46182 Olocau;2015;11.447
46183 Olleria, l';2022;11.470
46183 Olleria, l';2021;11.140
46183 Olleria, l';2020;10.728
46183 Olleria, l';2019;10.750
46183 Olleria, l';2018;10.220
46183 Olleria, l';2017;9.499
46183 Olleria, l';2016;8.861
46183 Olleria, l';2015;8.545
46184 Ontinyent;2022;12.556
46184 Ontinyent;2021;11.828
46184 Ontinyent;2020;11.148
46184 Ontinyent;2019;10.916
46184 Ontinyent;2018;10.493
46184 Ontinyent;2017;9.784
46184 Ontinyent;2016;9.481
46184 Ontinyent;2015;9.115
46185 Otos;2022;12.686
46185 Otos;2021;11.663
46185 Otos;2020;10.442
46185 Otos;2019;10.729
46185 Otos;2018;10.143
46185 Otos;2017;9.129
46185 Otos;2016;8.790
46185 Otos;2015;8.604
46186 Paiporta;2022;12.788
46186 Paiporta;2021;12.105
46186 Paiporta;2020;11.522
46186 Paiporta;2019;11.302
46186 Paiporta;2018;10.804
46186 Paiporta;2017;10.268
46186 Paiporta;2016;9.815
46186 Paiporta;2015;9.674
46187 Palma de Gandía;2022;11.932
46187 Palma de Gandía;2021;11.537
46187 Palma de Gandía;2020;11.033
46187 Palma de Gandía;2019;10.611
46187 Palma de Gandía;2018;10.140
46187 Palma de Gandía;2017;9.698
46187 Palma de Gandía;2016;9.427
46187 Palma de Gandía;2015;9.622
46188 Palmera;2022;11.944
46188 Palmera;2021;11.205
46188 Palmera;2020;10.733
46188 Palmera;2019;10.892
46188 Palmera;2018;10.032
46188 Palmera;2017;9.324
46188 Palmera;2016;8.928
46188 Palmera;2015;8.899
46189 Palomar, el;2022;12.732
46189 Palomar, el;2021;12.103
46189 Palomar, el;2020;11.452
46189 Palomar, el;2019;12.650
46189 Palomar, el;2018;10.786
46189 Palomar, el;2017;10.082
46189 Palomar, el;2016;9.403
46189 Palomar, el;2015;9.220
46190 Paterna;2022;13.472
46190 Paterna;2021;12.695
46190 Paterna;2020;12.256
46190 Paterna;2019;12.188
46190 Paterna;2018;11.683
46190 Paterna;2017;11.135
46190 Paterna;2016;10.803
46190 Paterna;2015;10.487
46191 Pedralba;2022;11.091
46191 Pedralba;2021;10.548
46191 Pedralba;2020;10.139
46191 Pedralba;2019;9.693
46191 Pedralba;2018;9.099
46191 Pedralba;2017;8.711
46191 Pedralba;2016;8.209
46191 Pedralba;2015;8.148
46192 Petrés;2022;13.413
46192 Petrés;2021;12.344
46192 Petrés;2020;12.280
46192 Petrés;2019;11.677
46192 Petrés;2018;11.071
46192 Petrés;2017;10.661
46192 Petrés;2016;9.914
46192 Petrés;2015;9.728
46193 Picanya;2022;14.744
46193 Picanya;2021;13.903
46193 Picanya;2020;13.142
46193 Picanya;2019;12.963
46193 Picanya;2018;12.377
46193 Picanya;2017;11.661
46193 Picanya;2016;11.086
46193 Picanya;2015;10.860
46194 Picassent;2022;12.781
46194 Picassent;2021;12.138
46194 Picassent;2020;11.623
46194 Picassent;2019;11.425
46194 Picassent;2018;10.890
46194 Picassent;2017;10.317
46194 Picassent;2016;9.949
46194 Picassent;2015;9.689
46195 Piles;2022;12.227
46195 Piles;2021;12.138
46195 Piles;2020;11.571
46195 Piles;2019;11.332
46195 Piles;2018;10.992
46195 Piles;2017;10.625
46195 Piles;2016;10.002
46195 Piles;2015;9.933
46196 Pinet;2022;13.835
46196 Pinet;2021;11.921
46196 Pinet;2020;11.156
46196 Pinet;2019;11.388
46196 Pinet;2018;10.671
46196 Pinet;2017;9.873
46196 Pinet;2016;9.646
46196 Pinet;2015;9.374
46197 Polinyà de Xúquer;2022;11.895
46197 Polinyà de Xúquer;2021;11.484
46197 Polinyà de Xúquer;2020;10.869
46197 Polinyà de Xúquer;2019;10.687
46197 Polinyà de Xúquer;2018;10.179
46197 Polinyà de Xúquer;2017;9.652
46197 Polinyà de Xúquer;2016;9.101
46197 Polinyà de Xúquer;2015;8.850
46198 Potries;2022;13.656
46198 Potries;2021;12.861
46198 Potries;2020;12.436
46198 Potries;2019;12.071
46198 Potries;2018;11.466
46198 Potries;2017;10.616
46198 Potries;2016;10.238
46198 Potries;2015;9.936
46199 Pobla de Farnals, la;2022;14.179
46199 Pobla de Farnals, la;2021;13.577
46199 Pobla de Farnals, la;2020;13.043
46199 Pobla de Farnals, la;2019;12.677
46199 Pobla de Farnals, la;2018;12.088
46199 Pobla de Farnals, la;2017;11.523
46199 Pobla de Farnals, la;2016;11.178
46199 Pobla de Farnals, la;2015;11.286
46200 Pobla del Duc, la;2022;11.841
46200 Pobla del Duc, la;2021;11.407
46200 Pobla del Duc, la;2020;11.005
46200 Pobla del Duc, la;2019;10.627
46200 Pobla del Duc, la;2018;10.232
46200 Pobla del Duc, la;2017;9.631
46200 Pobla del Duc, la;2016;9.194
46200 Pobla del Duc, la;2015;9.142
46201 Puebla de San Miguel;2022;.
46201 Puebla de San Miguel;2021;.
46201 Puebla de San Miguel;2020;.
46201 Puebla de San Miguel;2019;.
46201 Puebla de San Miguel;2018;.
46201 Puebla de San Miguel;2017;.
46201 Puebla de San Miguel;2016;.
46201 Puebla de San Miguel;2015;.
46202 Pobla de Vallbona, la;2022;13.968
46202 Pobla de Vallbona, la;2021;13.141
46202 Pobla de Vallbona, la;2020;12.493
46202 Pobla de Vallbona, la;2019;12.295
46202 Pobla de Vallbona, la;2018;11.599
46202 Pobla de Vallbona, la;2017;11.071
46202 Pobla de Vallbona, la;2016;10.688
46202 Pobla de Vallbona, la;2015;10.403
46203 Pobla Llarga, la;2022;12.163
46203 Pobla Llarga, la;2021;11.597
46203 Pobla Llarga, la;2020;11.197
46203 Pobla Llarga, la;2019;11.156
46203 Pobla Llarga, la;2018;10.469
46203 Pobla Llarga, la;2017;9.927
46203 Pobla Llarga, la;2016;9.603
46203 Pobla Llarga, la;2015;9.267
46204 Puig de Santa Maria, el;2022;15.375
46204 Puig de Santa Maria, el;2021;15.035
46204 Puig de Santa Maria, el;2020;14.054
46204 Puig de Santa Maria, el;2019;13.945
46204 Puig de Santa Maria, el;2018;13.713
46204 Puig de Santa Maria, el;2017;13.146
46204 Puig de Santa Maria, el;2016;12.576
46204 Puig de Santa Maria, el;2015;12.106
46205 Puçol;2022;14.907
46205 Puçol;2021;14.134
46205 Puçol;2020;13.571
46205 Puçol;2019;13.297
46205 Puçol;2018;12.968
46205 Puçol;2017;12.222
46205 Puçol;2016;11.826
46205 Puçol;2015;12.092
46206 Quesa;2022;11.373
46206 Quesa;2021;10.704
46206 Quesa;2020;10.242
46206 Quesa;2019;9.931
46206 Quesa;2018;9.848
46206 Quesa;2017;9.253
46206 Quesa;2016;8.513
46206 Quesa;2015;8.480
46207 Rafelbunyol;2022;13.599
46207 Rafelbunyol;2021;12.666
46207 Rafelbunyol;2020;12.080
46207 Rafelbunyol;2019;12.076
46207 Rafelbunyol;2018;11.299
46207 Rafelbunyol;2017;10.753
46207 Rafelbunyol;2016;10.356
46207 Rafelbunyol;2015;9.867
46208 Rafelcofer;2022;12.858
46208 Rafelcofer;2021;12.234
46208 Rafelcofer;2020;11.714
46208 Rafelcofer;2019;11.709
46208 Rafelcofer;2018;10.934
46208 Rafelcofer;2017;10.396
46208 Rafelcofer;2016;9.953
46208 Rafelcofer;2015;9.748
46209 Rafelguaraf;2022;11.465
46209 Rafelguaraf;2021;10.903
46209 Rafelguaraf;2020;10.664
46209 Rafelguaraf;2019;10.196
46209 Rafelguaraf;2018;9.787
46209 Rafelguaraf;2017;9.388
46209 Rafelguaraf;2016;8.755
46209 Rafelguaraf;2015;8.505
46210 Ráfol de Salem;2022;10.827
46210 Ráfol de Salem;2021;10.085
46210 Ráfol de Salem;2020;9.811
46210 Ráfol de Salem;2019;9.841
46210 Ráfol de Salem;2018;9.095
46210 Ráfol de Salem;2017;8.940
46210 Ráfol de Salem;2016;8.466
46210 Ráfol de Salem;2015;8.495
46211 Real de Gandia, el;2022;12.563
46211 Real de Gandia, el;2021;11.888
46211 Real de Gandia, el;2020;11.360
46211 Real de Gandia, el;2019;11.382
46211 Real de Gandia, el;2018;10.496
46211 Real de Gandia, el;2017;10.089
46211 Real de Gandia, el;2016;9.777
46211 Real de Gandia, el;2015;9.854
46212 Real;2022;11.554
46212 Real;2021;10.910
46212 Real;2020;10.485
46212 Real;2019;10.136
46212 Real;2018;9.560
46212 Real;2017;9.086
46212 Real;2016;8.322
46212 Real;2015;8.125
46213 Requena;2022;12.216
46213 Requena;2021;11.713
46213 Requena;2020;11.205
46213 Requena;2019;11.086
46213 Requena;2018;10.712
46213 Requena;2017;10.185
46213 Requena;2016;9.427
46213 Requena;2015;9.413
46214 Riba-roja de Túria;2022;14.056
46214 Riba-roja de Túria;2021;13.208
46214 Riba-roja de Túria;2020;12.670
46214 Riba-roja de Túria;2019;12.439
46214 Riba-roja de Túria;2018;11.865
46214 Riba-roja de Túria;2017;11.262
46214 Riba-roja de Túria;2016;10.677
46214 Riba-roja de Túria;2015;10.593
46215 Riola;2022;11.457
46215 Riola;2021;10.651
46215 Riola;2020;10.370
46215 Riola;2019;9.921
46215 Riola;2018;9.627
46215 Riola;2017;9.048
46215 Riola;2016;8.803
46215 Riola;2015;8.356
46216 Rocafort;2022;20.192
46216 Rocafort;2021;19.046
46216 Rocafort;2020;18.955
46216 Rocafort;2019;17.872
46216 Rocafort;2018;17.946
46216 Rocafort;2017;16.923
46216 Rocafort;2016;15.627
46216 Rocafort;2015;15.569
46217 Rotglà i Corberà;2022;12.198
46217 Rotglà i Corberà;2021;11.376
46217 Rotglà i Corberà;2020;10.872
46217 Rotglà i Corberà;2019;10.714
46217 Rotglà i Corberà;2018;9.960
46217 Rotglà i Corberà;2017;9.285
46217 Rotglà i Corberà;2016;8.792
46217 Rotglà i Corberà;2015;8.489
46218 Ròtova;2022;12.758
46218 Ròtova;2021;12.241
46218 Ròtova;2020;11.708
46218 Ròtova;2019;11.481
46218 Ròtova;2018;11.071
46218 Ròtova;2017;10.317
46218 Ròtova;2016;10.153
46218 Ròtova;2015;9.675
46219 Rugat;2022;13.298
46219 Rugat;2021;12.037
46219 Rugat;2020;10.999
46219 Rugat;2019;11.356
46219 Rugat;2018;10.553
46219 Rugat;2017;10.704
46219 Rugat;2016;11.125
46219 Rugat;2015;9.840
46220 Sagunt/Sagunto;2022;13.230
46220 Sagunt/Sagunto;2021;12.701
46220 Sagunt/Sagunto;2020;12.287
46220 Sagunt/Sagunto;2019;12.200
46220 Sagunt/Sagunto;2018;11.718
46220 Sagunt/Sagunto;2017;11.308
46220 Sagunt/Sagunto;2016;10.818
46220 Sagunt/Sagunto;2015;10.691
46221 Salem;2022;12.410
46221 Salem;2021;11.872
46221 Salem;2020;11.112
46221 Salem;2019;10.661
46221 Salem;2018;10.046
46221 Salem;2017;9.576
46221 Salem;2016;9.047
46221 Salem;2015;9.062
46222 Sant Joanet;2022;12.181
46222 Sant Joanet;2021;11.393
46222 Sant Joanet;2020;11.519
46222 Sant Joanet;2019;11.324
